ProductReference;ProductName;GarmentType;Material;Size;Collection;Weight
PRD02182;Pants Silk M;Pants;Silk;M;Winter;0.26
PRD02183;Shirt Polyester M;Shirt;Polyester;M;Spring;0.16
PRD02184;Pants Polyester L;Pants;Polyester;L;Winter;0.34
PRD02185;Suit Cotton L;Suit;Cotton;L;Winter;1.23
PRD02186;Shorts Wool M;Shorts;Wool;M;Summer;0.34
PRD02187;Blouse Wool M;Blouse;Wool;M;Winter;0.23
PRD02188;Sweater Polyester M;Sweater;Polyester;M;Spring;0.55
PRD02189;T-Shirt Polyester XL;T-Shirt;Polyester;XL;Spring;0.12
PRD02190;Suit Polyester L;Suit;Polyester;L;Summer;0.72
PRD02191;Pants Polyester S;Pants;Polyester;S;Summer;0.33
PRD02192;Blouse Cotton S;Blouse;Cotton;S;Winter;0.25
PRD02193;Coat Denim S;Coat;Denim;S;Autumn;2.0
PRD02194;Skirt Polyester M;Skirt;Polyester;M;Winter;0.26
PRD02195;Shirt Cotton S;Shirt;Cotton;S;Winter;0.2
PRD02196;Jacket Polyester L;Jacket;Polyester;L;Summer;0.68
PRD02197;Dress Linen S;Dress;Linen;S;Summer;0.37
PRD02198;T-Shirt Cotton M;T-Shirt;Cotton;M;Autumn;0.14
PRD02199;Skirt Cotton L;Skirt;Cotton;L;Winter;0.29
PRD02200;Jacket Wool M;Jacket;Wool;M;Winter;0.86
PRD02201;Hoodie Cotton S;Hoodie;Cotton;S;Spring;0.9
PRD02202;Shirt Linen S;Shirt;Linen;S;Winter;0.17
PRD02203;Jacket Cotton S;Jacket;Cotton;S;Winter;0.76
PRD02204;Shirt Linen L;Shirt;Linen;L;Winter;0.2
PRD02205;Sweater Cotton L;Sweater;Cotton;L;Summer;0.71
PRD02206;Blouse Cotton S;Blouse;Cotton;S;Summer;0.22
PRD02207;Pants Silk M;Pants;Silk;M;Autumn;0.26
PRD02208;T-Shirt Polyester M;T-Shirt;Polyester;M;Autumn;0.13
PRD02209;Pants Cotton M;Pants;Cotton;M;Spring;0.41
PRD02210;Blouse Cotton M;Blouse;Cotton;M;Autumn;0.28
PRD02211;Sweater Polyester M;Sweater;Polyester;M;Winter;0.61
PRD02212;T-Shirt Polyester M;T-Shirt;Polyester;M;Summer;0.12
PRD02213;Shirt Denim S;Shirt;Denim;S;Winter;0.3
PRD02214;Shorts Denim L;Shorts;Denim;L;Summer;0.45
PRD02215;Sweater Polyester L;Sweater;Polyester;L;Autumn;0.46
PRD02216;Pants Polyester XL;Pants;Polyester;XL;Winter;0.32
PRD02217;T-Shirt Polyester S;T-Shirt;Polyester;S;Spring;0.11
PRD02218;Pants Wool L;Pants;Wool;L;Summer;0.47
PRD02219;Blouse Cotton L;Blouse;Cotton;L;Summer;0.23
PRD02220;Shirt Cotton XL;Shirt;Cotton;XL;Summer;0.18
PRD02221;Coat Cotton M;Coat;Cotton;M;Spring;1.64
PRD02222;Skirt Cotton L;Skirt;Cotton;L;Spring;0.26
PRD02223;Shirt Cotton S;Shirt;Cotton;S;Winter;0.2
PRD02224;Pants Polyester L;Pants;Polyester;L;Autumn;0.28
PRD02225;Shirt Linen M;Shirt;Linen;M;Winter;0.2
PRD02226;Dress Polyester L;Dress;Polyester;L;Spring;0.4
PRD02227;Pants Cotton L;Pants;Cotton;L;Summer;0.43
PRD02228;Skirt Cotton M;Skirt;Cotton;M;Winter;0.31
PRD02229;Pants Polyester M;Pants;Polyester;M;Autumn;0.31
PRD02230;Pants Cotton S;Pants;Cotton;S;Winter;0.4
PRD02231;Sweater Polyester M;Sweater;Polyester;M;Winter;0.64
PRD02232;Shirt Denim M;Shirt;Denim;M;Autumn;0.24
PRD02233;Blouse Cotton S;Blouse;Cotton;S;Summer;0.19
PRD02234;T-Shirt Cotton L;T-Shirt;Cotton;L;Summer;0.14
PRD02235;Suit Polyester S;Suit;Polyester;S;Autumn;0.7
PRD02236;Skirt Denim L;Skirt;Denim;L;Summer;0.43
PRD02237;Blouse Linen L;Blouse;Linen;L;Winter;0.22
PRD02238;Shirt Silk XL;Shirt;Silk;XL;Spring;0.15
PRD02239;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.2
PRD02240;Pants Denim S;Pants;Denim;S;Winter;0.52
PRD02241;T-Shirt Cotton L;T-Shirt;Cotton;L;Summer;0.15
PRD02242;Shirt Cotton M;Shirt;Cotton;M;Summer;0.23
PRD02243;Skirt Silk XL;Skirt;Silk;XL;Summer;0.21
PRD02244;Hoodie Silk L;Hoodie;Silk;L;Spring;0.7
PRD02245;T-Shirt Cotton L;T-Shirt;Cotton;L;Spring;0.17
PRD02246;Dress Cotton S;Dress;Cotton;S;Summer;0.49
PRD02247;Shirt Cotton M;Shirt;Cotton;M;Autumn;0.2
PRD02248;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.14
PRD02249;Skirt Cotton L;Skirt;Cotton;L;Winter;0.34
PRD02250;Shirt Denim XS;Shirt;Denim;XS;Autumn;0.24
PRD02251;Shirt Wool XL;Shirt;Wool;XL;Winter;0.22
PRD02252;Blouse Linen XS;Blouse;Linen;XS;Winter;0.22
PRD02253;Suit Linen L;Suit;Linen;L;Summer;0.8
PRD02254;T-Shirt Polyester L;T-Shirt;Polyester;L;Summer;0.11
PRD02255;Blouse Linen S;Blouse;Linen;S;Winter;0.25
PRD02256;Skirt Polyester XS;Skirt;Polyester;XS;Winter;0.26
PRD02257;Dress Cotton L;Dress;Cotton;L;Summer;0.48
PRD02258;Jacket Polyester M;Jacket;Polyester;M;Summer;0.69
PRD02259;Pants Polyester S;Pants;Polyester;S;Spring;0.39
PRD02260;Jacket Linen L;Jacket;Linen;L;Winter;0.74
PRD02261;T-Shirt Denim L;T-Shirt;Denim;L;Winter;0.22
PRD02262;Skirt Polyester M;Skirt;Polyester;M;Summer;0.26
PRD02263;Blouse Linen S;Blouse;Linen;S;Spring;0.22
PRD02264;Jacket Cotton XS;Jacket;Cotton;XS;Winter;0.82
PRD02265;Skirt Linen L;Skirt;Linen;L;Winter;0.28
PRD02266;Suit Cotton M;Suit;Cotton;M;Winter;0.93
PRD02267;Skirt Cotton L;Skirt;Cotton;L;Summer;0.22
PRD02268;Coat Cotton L;Coat;Cotton;L;Winter;1.37
PRD02269;Pants Polyester M;Pants;Polyester;M;Summer;0.25
PRD02270;Dress Cotton S;Dress;Cotton;S;Summer;0.46
PRD02271;Shirt Silk XL;Shirt;Silk;XL;Winter;0.12
PRD02272;Jacket Cotton M;Jacket;Cotton;M;Spring;0.87
PRD02273;Dress Denim L;Dress;Denim;L;Winter;0.57
PRD02274;Suit Wool XL;Suit;Wool;XL;Spring;1.27
PRD02275;Shorts Cotton XL;Shorts;Cotton;XL;Summer;0.32
PRD02276;Skirt Cotton M;Skirt;Cotton;M;Winter;0.32
PRD02277;Sweater Wool M;Sweater;Wool;M;Spring;0.68
PRD02278;Dress Polyester XL;Dress;Polyester;XL;Winter;0.44
PRD02279;Suit Wool L;Suit;Wool;L;Summer;1.25
PRD02280;Shirt Cotton M;Shirt;Cotton;M;Summer;0.22
PRD02281;Pants Polyester M;Pants;Polyester;M;Autumn;0.38
PRD02282;Jacket Denim M;Jacket;Denim;M;Summer;1.12
PRD02283;Dress Cotton L;Dress;Cotton;L;Summer;0.44
PRD02284;Shirt Polyester M;Shirt;Polyester;M;Summer;0.17
PRD02285;Shirt Cotton L;Shirt;Cotton;L;Winter;0.17
PRD02286;Pants Linen L;Pants;Linen;L;Winter;0.36
PRD02287;Hoodie Linen L;Hoodie;Linen;L;Winter;0.77
PRD02288;Pants Cotton L;Pants;Cotton;L;Summer;0.4
PRD02289;Dress Cotton L;Dress;Cotton;L;Winter;0.42
PRD02290;Shirt Cotton M;Shirt;Cotton;M;Summer;0.17
PRD02291;Suit Polyester S;Suit;Polyester;S;Winter;0.76
PRD02292;Pants Polyester L;Pants;Polyester;L;Autumn;0.31
PRD02293;Pants Denim M;Pants;Denim;M;Winter;0.5
PRD02294;Dress Polyester S;Dress;Polyester;S;Summer;0.46
PRD02295;Shirt Cotton S;Shirt;Cotton;S;Spring;0.21
PRD02296;Shirt Silk S;Shirt;Silk;S;Spring;0.15
PRD02297;Pants Polyester L;Pants;Polyester;L;Spring;0.31
PRD02298;Shirt Polyester L;Shirt;Polyester;L;Summer;0.14
PRD02299;Shirt Cotton S;Shirt;Cotton;S;Autumn;0.2
PRD02300;Pants Cotton L;Pants;Cotton;L;Winter;0.47
PRD02301;T-Shirt Denim M;T-Shirt;Denim;M;Winter;0.2
PRD02302;Skirt Polyester L;Skirt;Polyester;L;Winter;0.27
PRD02303;Dress Cotton M;Dress;Cotton;M;Winter;0.56
PRD02304;Pants Polyester L;Pants;Polyester;L;Winter;0.34
PRD02305;Shorts Silk M;Shorts;Silk;M;Autumn;0.21
PRD02306;Jacket Cotton M;Jacket;Cotton;M;Spring;0.72
PRD02307;Shirt Polyester L;Shirt;Polyester;L;Summer;0.16
PRD02308;Suit Denim XS;Suit;Denim;XS;Autumn;1.25
PRD02309;Shirt Cotton XL;Shirt;Cotton;XL;Spring;0.21
PRD02310;Pants Wool L;Pants;Wool;L;Winter;0.41
PRD02311;Dress Polyester M;Dress;Polyester;M;Summer;0.38
PRD02312;Blouse Wool L;Blouse;Wool;L;Winter;0.31
PRD02313;Dress Cotton S;Dress;Cotton;S;Summer;0.46
PRD02314;Coat Cotton M;Coat;Cotton;M;Summer;1.36
PRD02315;Hoodie Wool XL;Hoodie;Wool;XL;Autumn;0.99
PRD02316;Shirt Cotton S;Shirt;Cotton;S;Autumn;0.19
PRD02317;Pants Polyester L;Pants;Polyester;L;Winter;0.24
PRD02318;Jacket Cotton M;Jacket;Cotton;M;Summer;0.74
PRD02319;Jacket Cotton L;Jacket;Cotton;L;Spring;0.88
PRD02320;Jacket Denim S;Jacket;Denim;S;Autumn;1.07
PRD02321;Blouse Polyester M;Blouse;Polyester;M;Summer;0.21
PRD02322;Coat Denim XL;Coat;Denim;XL;Winter;1.59
PRD02323;Skirt Cotton S;Skirt;Cotton;S;Autumn;0.29
PRD02324;Pants Polyester L;Pants;Polyester;L;Summer;0.32
PRD02325;T-Shirt Cotton M;T-Shirt;Cotton;M;Winter;0.16
PRD02326;Shorts Linen M;Shorts;Linen;M;Summer;0.3
PRD02327;T-Shirt Linen L;T-Shirt;Linen;L;Winter;0.15
PRD02328;Shirt Cotton M;Shirt;Cotton;M;Spring;0.19
PRD02329;Suit Silk XS;Suit;Silk;XS;Autumn;0.66
PRD02330;Shirt Cotton XL;Shirt;Cotton;XL;Spring;0.23
PRD02331;Pants Polyester L;Pants;Polyester;L;Winter;0.31
PRD02332;Shirt Denim S;Shirt;Denim;S;Summer;0.23
PRD02333;Skirt Silk M;Skirt;Silk;M;Summer;0.21
PRD02334;Coat Denim L;Coat;Denim;L;Winter;2.21
PRD02335;Shirt Cotton XL;Shirt;Cotton;XL;Spring;0.18
PRD02336;Jacket Cotton XL;Jacket;Cotton;XL;Summer;0.77
PRD02337;Dress Cotton L;Dress;Cotton;L;Autumn;0.46
PRD02338;Jacket Polyester S;Jacket;Polyester;S;Summer;0.7
PRD02339;Shirt Linen XL;Shirt;Linen;XL;Winter;0.19
PRD02340;Jacket Cotton L;Jacket;Cotton;L;Autumn;0.87
PRD02341;Sweater Wool M;Sweater;Wool;M;Summer;0.97
PRD02342;Shirt Cotton M;Shirt;Cotton;M;Spring;0.17
PRD02343;Shirt Cotton M;Shirt;Cotton;M;Winter;0.18
PRD02344;Jacket Wool L;Jacket;Wool;L;Winter;0.92
PRD02345;Shorts Polyester M;Shorts;Polyester;M;Autumn;0.24
PRD02346;Suit Linen XS;Suit;Linen;XS;Autumn;0.95
PRD02347;Coat Cotton S;Coat;Cotton;S;Summer;1.43
PRD02348;Jacket Linen M;Jacket;Linen;M;Summer;0.67
PRD02349;Skirt Cotton M;Skirt;Cotton;M;Summer;0.33
PRD02350;Shirt Cotton L;Shirt;Cotton;L;Spring;0.21
PRD02351;Suit Wool S;Suit;Wool;S;Spring;1.24
PRD02352;Blouse Silk XL;Blouse;Silk;XL;Autumn;0.14
PRD02353;Suit Cotton L;Suit;Cotton;L;Summer;1.12
PRD02354;Blouse Cotton XL;Blouse;Cotton;XL;Spring;0.25
PRD02355;Sweater Polyester L;Sweater;Polyester;L;Winter;0.55
PRD02356;Shirt Cotton S;Shirt;Cotton;S;Summer;0.18
PRD02357;Blouse Linen M;Blouse;Linen;M;Summer;0.21
PRD02358;Shirt Linen S;Shirt;Linen;S;Summer;0.16
PRD02359;Skirt Cotton XL;Skirt;Cotton;XL;Summer;0.24
PRD02360;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.15
PRD02361;Shirt Linen M;Shirt;Linen;M;Spring;0.15
PRD02362;Jacket Cotton L;Jacket;Cotton;L;Winter;0.8
PRD02363;Pants Polyester XL;Pants;Polyester;XL;Spring;0.28
PRD02364;Dress Cotton L;Dress;Cotton;L;Spring;0.54
PRD02365;Skirt Polyester L;Skirt;Polyester;L;Summer;0.2
PRD02366;Shirt Cotton M;Shirt;Cotton;M;Spring;0.22
PRD02367;Shirt Linen L;Shirt;Linen;L;Autumn;0.2
PRD02368;Skirt Cotton S;Skirt;Cotton;S;Winter;0.27
PRD02369;Pants Cotton L;Pants;Cotton;L;Autumn;0.4
PRD02370;Sweater Linen M;Sweater;Linen;M;Spring;0.58
PRD02371;Suit Cotton XS;Suit;Cotton;XS;Summer;1.06
PRD02372;T-Shirt Cotton XL;T-Shirt;Cotton;XL;Winter;0.18
PRD02373;Coat Cotton M;Coat;Cotton;M;Winter;1.68
PRD02374;Jacket Cotton L;Jacket;Cotton;L;Spring;0.74
PRD02375;Coat Silk L;Coat;Silk;L;Spring;1.06
PRD02376;Pants Linen L;Pants;Linen;L;Winter;0.41
PRD02377;Pants Cotton S;Pants;Cotton;S;Autumn;0.42
PRD02378;T-Shirt Wool S;T-Shirt;Wool;S;Summer;0.2
PRD02379;Jacket Polyester L;Jacket;Polyester;L;Winter;0.68
PRD02380;T-Shirt Silk L;T-Shirt;Silk;L;Winter;0.11
PRD02381;T-Shirt Cotton M;T-Shirt;Cotton;M;Winter;0.15
PRD02382;T-Shirt Polyester M;T-Shirt;Polyester;M;Summer;0.11
PRD02383;Blouse Polyester S;Blouse;Polyester;S;Summer;0.18
PRD02384;Jacket Polyester XL;Jacket;Polyester;XL;Spring;0.58
PRD02385;Pants Polyester S;Pants;Polyester;S;Winter;0.31
PRD02386;Skirt Cotton S;Skirt;Cotton;S;Summer;0.3
PRD02387;Jacket Linen L;Jacket;Linen;L;Summer;0.71
PRD02388;Skirt Polyester S;Skirt;Polyester;S;Summer;0.25
PRD02389;Coat Denim XL;Coat;Denim;XL;Autumn;2.08
PRD02390;Coat Cotton XS;Coat;Cotton;XS;Winter;1.44
PRD02391;Jacket Wool XS;Jacket;Wool;XS;Summer;1.03
PRD02392;Shirt Denim M;Shirt;Denim;M;Winter;0.29
PRD02393;Jacket Wool M;Jacket;Wool;M;Summer;1.0
PRD02394;Shirt Silk S;Shirt;Silk;S;Winter;0.13
PRD02395;Blouse Linen M;Blouse;Linen;M;Summer;0.25
PRD02396;Pants Cotton M;Pants;Cotton;M;Winter;0.42
PRD02397;Shirt Polyester L;Shirt;Polyester;L;Summer;0.17
PRD02398;Shirt Cotton XS;Shirt;Cotton;XS;Summer;0.23
PRD02399;Suit Polyester XL;Suit;Polyester;XL;Summer;0.86
PRD02400;Suit Cotton L;Suit;Cotton;L;Spring;1.16
PRD02401;Pants Wool S;Pants;Wool;S;Summer;0.47
PRD02402;Shirt Polyester XS;Shirt;Polyester;XS;Winter;0.15
PRD02403;Jacket Polyester M;Jacket;Polyester;M;Summer;0.71
PRD02404;Pants Cotton S;Pants;Cotton;S;Winter;0.36
PRD02405;Coat Denim M;Coat;Denim;M;Winter;2.32
PRD02406;Skirt Cotton S;Skirt;Cotton;S;Spring;0.34
PRD02407;Jacket Cotton L;Jacket;Cotton;L;Autumn;0.81
PRD02408;Pants Cotton M;Pants;Cotton;M;Winter;0.45
PRD02409;Hoodie Denim S;Hoodie;Denim;S;Summer;1.25
PRD02410;Dress Denim M;Dress;Denim;M;Summer;0.57
PRD02411;Coat Wool L;Coat;Wool;L;Winter;1.65
PRD02412;Shirt Silk S;Shirt;Silk;S;Summer;0.14
PRD02413;Dress Cotton L;Dress;Cotton;L;Winter;0.51
PRD02414;Shirt Denim M;Shirt;Denim;M;Autumn;0.29
PRD02415;Dress Cotton XL;Dress;Cotton;XL;Autumn;0.52
PRD02416;Shorts Cotton S;Shorts;Cotton;S;Winter;0.26
PRD02417;Jacket Cotton XL;Jacket;Cotton;XL;Summer;0.76
PRD02418;Shirt Polyester L;Shirt;Polyester;L;Summer;0.17
PRD02419;Shirt Linen M;Shirt;Linen;M;Summer;0.15
PRD02420;Jacket Cotton M;Jacket;Cotton;M;Winter;0.69
PRD02421;Shirt Denim XS;Shirt;Denim;XS;Winter;0.25
PRD02422;Shirt Polyester XL;Shirt;Polyester;XL;Winter;0.17
PRD02423;Sweater Cotton L;Sweater;Cotton;L;Summer;0.68
PRD02424;Dress Polyester S;Dress;Polyester;S;Autumn;0.42
PRD02425;Pants Wool XS;Pants;Wool;XS;Spring;0.48
PRD02426;Blouse Linen S;Blouse;Linen;S;Winter;0.22
PRD02427;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.15
PRD02428;Shorts Polyester L;Shorts;Polyester;L;Spring;0.26
PRD02429;Pants Cotton M;Pants;Cotton;M;Winter;0.35
PRD02430;Blouse Polyester M;Blouse;Polyester;M;Winter;0.2
PRD02431;Skirt Denim M;Skirt;Denim;M;Spring;0.43
PRD02432;T-Shirt Cotton M;T-Shirt;Cotton;M;Winter;0.14
PRD02433;Hoodie Silk XS;Hoodie;Silk;XS;Summer;0.53
PRD02434;Pants Polyester M;Pants;Polyester;M;Summer;0.25
PRD02435;Shorts Cotton S;Shorts;Cotton;S;Winter;0.32
PRD02436;Jacket Denim XL;Jacket;Denim;XL;Winter;1.12
PRD02437;Jacket Polyester L;Jacket;Polyester;L;Summer;0.62
PRD02438;Pants Cotton XL;Pants;Cotton;XL;Summer;0.35
PRD02439;Skirt Cotton M;Skirt;Cotton;M;Spring;0.3
PRD02440;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.22
PRD02441;Skirt Linen L;Skirt;Linen;L;Summer;0.24
PRD02442;Skirt Polyester M;Skirt;Polyester;M;Winter;0.27
PRD02443;Sweater Silk S;Sweater;Silk;S;Autumn;0.41
PRD02444;T-Shirt Cotton L;T-Shirt;Cotton;L;Autumn;0.13
PRD02445;Jacket Cotton XL;Jacket;Cotton;XL;Spring;0.81
PRD02446;Pants Cotton S;Pants;Cotton;S;Winter;0.44
PRD02447;Pants Polyester S;Pants;Polyester;S;Summer;0.37
PRD02448;Shirt Denim L;Shirt;Denim;L;Summer;0.29
PRD02449;Shirt Wool XL;Shirt;Wool;XL;Autumn;0.28
PRD02450;Pants Cotton L;Pants;Cotton;L;Spring;0.41
PRD02451;Pants Silk M;Pants;Silk;M;Summer;0.26
PRD02452;Shorts Linen M;Shorts;Linen;M;Winter;0.3
PRD02453;Skirt Cotton M;Skirt;Cotton;M;Autumn;0.34
PRD02454;Pants Linen L;Pants;Linen;L;Winter;0.39
PRD02455;Skirt Cotton L;Skirt;Cotton;L;Spring;0.32
PRD02456;Shirt Cotton M;Shirt;Cotton;M;Autumn;0.23
PRD02457;Jacket Cotton M;Jacket;Cotton;M;Summer;0.83
PRD02458;Suit Polyester XL;Suit;Polyester;XL;Summer;0.8
PRD02459;Dress Polyester L;Dress;Polyester;L;Spring;0.43
PRD02460;Jacket Cotton XL;Jacket;Cotton;XL;Summer;0.84
PRD02461;Hoodie Cotton M;Hoodie;Cotton;M;Spring;0.98
PRD02462;Blouse Linen L;Blouse;Linen;L;Summer;0.22
PRD02463;Suit Denim L;Suit;Denim;L;Winter;1.42
PRD02464;Skirt Linen M;Skirt;Linen;M;Winter;0.29
PRD02465;Suit Cotton XL;Suit;Cotton;XL;Summer;1.02
PRD02466;Pants Cotton XS;Pants;Cotton;XS;Winter;0.37
PRD02467;Jacket Cotton L;Jacket;Cotton;L;Winter;0.9
PRD02468;Shirt Cotton XL;Shirt;Cotton;XL;Summer;0.18
PRD02469;Dress Polyester M;Dress;Polyester;M;Spring;0.36
PRD02470;Skirt Polyester L;Skirt;Polyester;L;Winter;0.24
PRD02471;Pants Wool M;Pants;Wool;M;Winter;0.36
PRD02472;Shorts Wool L;Shorts;Wool;L;Autumn;0.42
PRD02473;Blouse Cotton L;Blouse;Cotton;L;Winter;0.25
PRD02474;Sweater Cotton L;Sweater;Cotton;L;Winter;0.81
PRD02475;Skirt Wool L;Skirt;Wool;L;Spring;0.42
PRD02476;T-Shirt Cotton M;T-Shirt;Cotton;M;Spring;0.15
PRD02477;Shirt Cotton S;Shirt;Cotton;S;Spring;0.23
PRD02478;T-Shirt Cotton M;T-Shirt;Cotton;M;Autumn;0.13
PRD02479;Shirt Cotton L;Shirt;Cotton;L;Summer;0.21
PRD02480;T-Shirt Cotton S;T-Shirt;Cotton;S;Winter;0.14
PRD02481;Pants Linen L;Pants;Linen;L;Winter;0.39
PRD02482;Blouse Silk M;Blouse;Silk;M;Spring;0.19
PRD02483;Shorts Cotton L;Shorts;Cotton;L;Summer;0.3
PRD02484;Shirt Cotton XS;Shirt;Cotton;XS;Spring;0.21
PRD02485;Dress Wool L;Dress;Wool;L;Spring;0.66
PRD02486;Hoodie Cotton L;Hoodie;Cotton;L;Summer;0.92
PRD02487;Dress Cotton XL;Dress;Cotton;XL;Autumn;0.63
PRD02488;T-Shirt Cotton L;T-Shirt;Cotton;L;Spring;0.15
PRD02489;Skirt Cotton L;Skirt;Cotton;L;Winter;0.35
PRD02490;Jacket Linen XL;Jacket;Linen;XL;Autumn;0.8
PRD02491;Pants Linen L;Pants;Linen;L;Spring;0.29
PRD02492;Pants Cotton M;Pants;Cotton;M;Summer;0.46
PRD02493;Sweater Cotton L;Sweater;Cotton;L;Winter;0.78
PRD02494;Jacket Cotton L;Jacket;Cotton;L;Winter;0.81
PRD02495;Dress Cotton M;Dress;Cotton;M;Summer;0.52
PRD02496;Dress Denim L;Dress;Denim;L;Summer;0.68
PRD02497;Skirt Wool L;Skirt;Wool;L;Winter;0.41
PRD02498;T-Shirt Polyester XL;T-Shirt;Polyester;XL;Winter;0.12
PRD02499;Hoodie Linen XL;Hoodie;Linen;XL;Summer;0.94
PRD02500;Jacket Linen M;Jacket;Linen;M;Summer;0.64
PRD02501;T-Shirt Linen M;T-Shirt;Linen;M;Winter;0.11
PRD02502;Sweater Cotton S;Sweater;Cotton;S;Spring;0.74
PRD02503;Skirt Cotton S;Skirt;Cotton;S;Spring;0.34
PRD02504;Shorts Wool L;Shorts;Wool;L;Summer;0.35
PRD02505;Pants Cotton M;Pants;Cotton;M;Summer;0.31
PRD02506;Shirt Denim L;Shirt;Denim;L;Autumn;0.22
PRD02507;T-Shirt Wool L;T-Shirt;Wool;L;Summer;0.19
PRD02508;Jacket Denim L;Jacket;Denim;L;Summer;1.04
PRD02509;T-Shirt Cotton S;T-Shirt;Cotton;S;Summer;0.17
PRD02510;Blouse Silk M;Blouse;Silk;M;Summer;0.18
PRD02511;Shirt Cotton M;Shirt;Cotton;M;Summer;0.19
PRD02512;Blouse Denim M;Blouse;Denim;M;Spring;0.34
PRD02513;Jacket Cotton XL;Jacket;Cotton;XL;Summer;0.88
PRD02514;Dress Polyester L;Dress;Polyester;L;Summer;0.45
PRD02515;Suit Linen M;Suit;Linen;M;Spring;0.89
PRD02516;Shorts Polyester L;Shorts;Polyester;L;Autumn;0.24
PRD02517;Shirt Polyester M;Shirt;Polyester;M;Winter;0.17
PRD02518;Dress Denim L;Dress;Denim;L;Summer;0.6
PRD02519;Coat Polyester S;Coat;Polyester;S;Autumn;1.29
PRD02520;Sweater Polyester L;Sweater;Polyester;L;Spring;0.55
PRD02521;Coat Cotton M;Coat;Cotton;M;Summer;1.49
PRD02522;Shirt Linen S;Shirt;Linen;S;Spring;0.18
PRD02523;Pants Polyester M;Pants;Polyester;M;Winter;0.32
PRD02524;Jacket Polyester M;Jacket;Polyester;M;Autumn;0.76
PRD02525;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.14
PRD02526;Pants Polyester S;Pants;Polyester;S;Spring;0.31
PRD02527;Pants Cotton L;Pants;Cotton;L;Summer;0.46
PRD02528;Shorts Cotton L;Shorts;Cotton;L;Summer;0.31
PRD02529;Shirt Polyester L;Shirt;Polyester;L;Winter;0.17
PRD02530;Hoodie Cotton L;Hoodie;Cotton;L;Spring;0.81
PRD02531;Coat Cotton S;Coat;Cotton;S;Winter;1.54
PRD02532;T-Shirt Wool M;T-Shirt;Wool;M;Spring;0.19
PRD02533;Pants Cotton XL;Pants;Cotton;XL;Spring;0.37
PRD02534;Shirt Cotton L;Shirt;Cotton;L;Spring;0.21
PRD02535;Sweater Cotton L;Sweater;Cotton;L;Winter;0.69
PRD02536;T-Shirt Polyester L;T-Shirt;Polyester;L;Spring;0.11
PRD02537;Sweater Wool M;Sweater;Wool;M;Spring;0.93
PRD02538;Shirt Wool L;Shirt;Wool;L;Spring;0.27
PRD02539;Sweater Cotton XL;Sweater;Cotton;XL;Autumn;0.71
PRD02540;Sweater Cotton XS;Sweater;Cotton;XS;Autumn;0.73
PRD02541;Suit Cotton L;Suit;Cotton;L;Spring;1.13
PRD02542;Sweater Polyester S;Sweater;Polyester;S;Summer;0.54
PRD02543;T-Shirt Denim M;T-Shirt;Denim;M;Spring;0.2
PRD02544;Suit Cotton L;Suit;Cotton;L;Summer;0.96
PRD02545;Shirt Cotton L;Shirt;Cotton;L;Winter;0.18
PRD02546;Dress Cotton L;Dress;Cotton;L;Summer;0.48
PRD02547;Shirt Polyester XL;Shirt;Polyester;XL;Winter;0.14
PRD02548;Jacket Wool M;Jacket;Wool;M;Autumn;1.0
PRD02549;Jacket Polyester L;Jacket;Polyester;L;Autumn;0.59
PRD02550;Shirt Silk M;Shirt;Silk;M;Summer;0.12
PRD02551;Pants Polyester M;Pants;Polyester;M;Autumn;0.34
PRD02552;Shirt Cotton M;Shirt;Cotton;M;Spring;0.21
PRD02553;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.15
PRD02554;Shorts Wool M;Shorts;Wool;M;Spring;0.39
PRD02555;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.15
PRD02556;Shorts Polyester L;Shorts;Polyester;L;Summer;0.23
PRD02557;Dress Wool XS;Dress;Wool;XS;Autumn;0.62
PRD02558;Pants Polyester L;Pants;Polyester;L;Spring;0.35
PRD02559;Shirt Silk M;Shirt;Silk;M;Spring;0.13
PRD02560;Dress Polyester M;Dress;Polyester;M;Summer;0.38
PRD02561;T-Shirt Linen L;T-Shirt;Linen;L;Summer;0.15
PRD02562;Coat Cotton M;Coat;Cotton;M;Summer;1.59
PRD02563;Shirt Wool L;Shirt;Wool;L;Summer;0.24
PRD02564;Shirt Silk L;Shirt;Silk;L;Winter;0.16
PRD02565;Jacket Cotton M;Jacket;Cotton;M;Autumn;0.96
PRD02566;Pants Linen L;Pants;Linen;L;Summer;0.37
PRD02567;Pants Wool XS;Pants;Wool;XS;Autumn;0.45
PRD02568;Pants Cotton XS;Pants;Cotton;XS;Spring;0.42
PRD02569;T-Shirt Polyester S;T-Shirt;Polyester;S;Summer;0.11
PRD02570;Shorts Cotton M;Shorts;Cotton;M;Spring;0.34
PRD02571;Jacket Denim S;Jacket;Denim;S;Winter;0.97
PRD02572;Blouse Linen XL;Blouse;Linen;XL;Summer;0.22
PRD02573;Pants Cotton M;Pants;Cotton;M;Spring;0.37
PRD02574;Dress Cotton L;Dress;Cotton;L;Summer;0.51
