ProductReference;SupplierName;DateOfIncident;IssueDescription;ResolutionStatus;CostImpact (€)
PRD08047;SupplierD;2024-01-22;Packaging Damage;Not Resolved;865.0
PRD04198;SupplierF;2023-02-04;Other;Not Resolved;90.0
PRD04316;SupplierB;2024-06-30;Incorrect Folding;Resolved;563.75
PRD09291;SupplierA;2023-01-30;Packaging Damage;Resolved;1868.75
PRD09035;SupplierA;2023-08-02;Other;Resolved;116.0
PRD04986;SupplierF;2023-11-15;Labeling Error;Resolved;320.0
PRD03095;SupplierD;2023-08-21;Incorrect Folding;Resolved;723.75
PRD09833;SupplierD;2024-06-16;Labeling Error;Resolved;343.0
PRD06897;SupplierE;2023-01-14;Labeling Error;Resolved;448.0
PRD09267;SupplierF;2023-04-10;Other;Resolved;254.0
PRD02789;SupplierC;2023-07-02;Other;Resolved;187.0
PRD07452;SupplierD;2023-01-20;Other;In Progress;272.0
PRD04136;SupplierC;2024-05-05;Labeling Error;Resolved;398.0
PRD08646;SupplierF;2024-07-12;Other;Not Resolved;198.0
PRD09368;SupplierF;2024-01-31;Labeling Error;Resolved;371.0
PRD08567;SupplierB;2023-04-06;Incorrect Folding;Resolved;347.5
PRD02141;SupplierB;2023-12-09;Labeling Error;Resolved;129.0
PRD06185;SupplierC;2023-07-15;Labeling Error;In Progress;484.0
PRD08652;SupplierH;2024-06-10;Packaging Damage;Resolved;1705.0
PRD08535;SupplierF;2023-12-30;Incorrect Folding;Resolved;527.5
PRD09998;SupplierA;2024-02-09;Other;Resolved;97.0
PRD05009;SupplierD;2024-03-01;Labeling Error;Resolved;411.0
PRD02575;SupplierB;2024-05-08;Other;Resolved;271.0
PRD09552;SupplierF;2024-01-05;Other;Resolved;218.0
PRD01200;SupplierA;2023-05-27;Labeling Error;Resolved;401.0
PRD03825;SupplierB;2023-11-07;Missing Items;Resolved;1339.0
PRD03029;SupplierC;2024-04-18;Packaging Damage;In Progress;834.0
PRD06894;SupplierD;2023-06-17;Packaging Damage;Not Resolved;869.0
PRD08232;SupplierB;2023-01-30;Other;Resolved;236.0
PRD08020;SupplierC;2023-05-11;Labeling Error;Not Resolved;352.0
PRD04726;SupplierA;2024-01-17;Incorrect Folding;Resolved;675.0
PRD08459;SupplierA;2023-02-14;Missing Items;Resolved;501.0
PRD09406;SupplierA;2024-04-23;Packaging Damage;Resolved;1279.0
PRD05657;SupplierC;2024-02-21;Packaging Damage;Resolved;1800.0
PRD07168;SupplierD;2023-03-18;Packaging Damage;Resolved;1441.0
PRD00944;SupplierE;2024-05-31;Labeling Error;Resolved;232.0
PRD08400;SupplierC;2023-10-19;Other;In Progress;62.0
PRD01138;SupplierA;2023-01-31;Incorrect Folding;Resolved;696.25
PRD03453;SupplierC;2024-04-27;Packaging Damage;Resolved;1330.0
PRD07303;SupplierC;2024-07-08;Other;Resolved;139.0
PRD03153;SupplierD;2024-05-21;Packaging Damage;Resolved;712.0
PRD07891;SupplierE;2023-12-16;Labeling Error;Resolved;155.0
PRD05002;SupplierB;2023-11-08;Incorrect Folding;Resolved;180.0
PRD00731;SupplierE;2024-05-19;Labeling Error;Not Resolved;395.0
PRD01252;SupplierA;2024-03-13;Incorrect Folding;Resolved;258.75
PRD01070;SupplierD;2023-02-23;Other;Not Resolved;339.0
PRD05769;SupplierB;2023-10-22;Other;Resolved;166.0
PRD04050;SupplierC;2024-04-14;Other;Resolved;366.0
PRD03023;SupplierA;2023-10-30;Packaging Damage;Resolved;1439.0
PRD07546;SupplierA;2023-06-08;Incorrect Folding;Resolved;358.75
PRD01781;SupplierB;2023-05-03;Labeling Error;Resolved;258.0
PRD03078;SupplierF;2023-06-14;Incorrect Folding;Resolved;161.25
PRD01134;SupplierA;2023-01-19;Incorrect Folding;Resolved;360.0
PRD06019;SupplierA;2023-02-19;Other;Not Resolved;334.0
PRD09160;SupplierD;2024-04-15;Other;Resolved;138.0
PRD09539;SupplierD;2023-03-08;Labeling Error;Resolved;195.0
PRD08447;SupplierC;2023-01-10;Other;Resolved;366.0
PRD05086;SupplierB;2023-09-09;Other;Not Resolved;331.0
PRD05809;SupplierF;2023-06-10;Incorrect Folding;In Progress;468.75
PRD06780;SupplierD;2024-02-21;Labeling Error;Resolved;485.0
PRD07937;SupplierB;2024-04-20;Incorrect Folding;Resolved;433.75
PRD08207;SupplierC;2024-03-18;Labeling Error;Resolved;485.0
PRD00657;SupplierA;2024-04-10;Other;Resolved;142.0
PRD04556;SupplierB;2024-03-21;Other;Resolved;145.0
PRD08710;SupplierD;2023-09-06;Other;Resolved;274.0
PRD04173;SupplierE;2023-03-13;Packaging Damage;Resolved;810.0
PRD02944;SupplierB;2023-08-24;Packaging Damage;Not Resolved;1932.0
PRD03575;SupplierA;2023-02-08;Labeling Error;Resolved;498.0
PRD00903;SupplierC;2023-08-24;Labeling Error;In Progress;423.0
PRD01330;SupplierG;2023-09-20;Other;Resolved;374.0
PRD02539;SupplierH;2023-02-02;Transportation Damage;In Progress;1014.0
PRD05158;SupplierF;2024-06-13;Other;Resolved;300.0
PRD05569;SupplierA;2024-06-02;Labeling Error;Resolved;449.0
PRD08483;SupplierF;2024-04-05;Incorrect Folding;Not Resolved;450.0
PRD05626;SupplierD;2023-08-16;Labeling Error;In Progress;149.0
PRD02439;SupplierB;2023-03-14;Other;Resolved;318.0
PRD03667;SupplierC;2024-01-07;Labeling Error;Resolved;221.0
PRD06135;SupplierH;2023-04-04;Labeling Error;Resolved;338.0
PRD08785;SupplierA;2023-06-24;Incorrect Folding;Resolved;131.25
PRD02898;SupplierD;2023-11-21;Incorrect Folding;Resolved;643.75
PRD00304;SupplierF;2024-03-04;Packaging Damage;In Progress;1169.0
PRD02753;SupplierE;2024-06-22;Other;Resolved;156.0
PRD09077;SupplierA;2023-06-12;Labeling Error;Resolved;195.0
PRD00907;SupplierC;2023-12-13;Labeling Error;In Progress;479.0
PRD04476;SupplierA;2024-07-02;Other;Not Resolved;348.0
PRD07011;SupplierE;2024-03-25;Incorrect Folding;Resolved;528.75
PRD09428;SupplierA;2024-02-08;Labeling Error;Not Resolved;280.0
PRD03028;SupplierC;2023-08-28;Packaging Damage;Not Resolved;687.0
PRD03391;SupplierD;2023-08-17;Missing Items;Resolved;507.0
PRD00558;SupplierF;2023-05-19;Incorrect Folding;Resolved;362.5
PRD04244;SupplierB;2023-12-30;Other;Resolved;194.0
PRD05769;SupplierB;2024-06-05;Missing Items;Resolved;306.0
PRD07925;SupplierE;2023-04-16;Other;Resolved;83.0
PRD06255;SupplierH;2023-01-26;Other;In Progress;133.0
PRD03900;SupplierF;2023-10-27;Labeling Error;Not Resolved;442.0
PRD07550;SupplierE;2024-06-22;Packaging Damage;Resolved;641.0
PRD09973;SupplierB;2024-01-28;Other;Resolved;241.0
PRD08700;SupplierF;2024-07-08;Incorrect Folding;Resolved;478.75
;SupplierC;2024-02-07;Other;Not Resolved;211.0
PRD02157;SupplierD;2024-05-28;Labeling Error;Resolved;440.0
PRD09475;SupplierB;2024-05-07;Labeling Error;Not Resolved;164.0
PRD02122;SupplierC;2024-07-02;Missing Items;Resolved;774.0
PRD08400;SupplierE;2024-02-10;Other;Not Resolved;73.0
PRD00894;SupplierA;2023-09-04;Packaging Damage;In Progress;1198.0
PRD04979;SupplierC;2023-01-12;Incorrect Folding;Not Resolved;287.5
PRD03023;SupplierE;2023-04-17;Packaging Damage;In Progress;1159.0
PRD05411;SupplierB;2024-03-12;Packaging Damage;Resolved;1090.0
PRD02857;SupplierE;2024-01-01;Missing Items;Resolved;1280.0
PRD03485;SupplierG;2023-04-07;Other;Resolved;311.0
PRD01470;SupplierA;2023-07-03;Incorrect Folding;In Progress;253.75
PRD00070;SupplierG;2023-08-09;Incorrect Folding;Resolved;255.0
PRD08534;SupplierA;2023-03-27;Labeling Error;Resolved;339.0
PRD04137;SupplierC;2023-03-06;Other;Resolved;252.0
PRD01771;SupplierA;2024-01-10;Other;In Progress;333.0
PRD02334;SupplierG;2023-02-01;Packaging Damage;Resolved;1846.0
PRD02070;SupplierE;2024-01-05;Missing Items;Resolved;783.0
PRD02975;SupplierD;2023-12-22;Packaging Damage;Resolved;1828.0
PRD08631;SupplierB;2024-06-25;Packaging Damage;In Progress;2458.75
PRD04653;SupplierA;2023-03-06;Missing Items;Resolved;1085.0
PRD05906;SupplierB;2023-01-29;Packaging Damage;Not Resolved;689.0
PRD06387;SupplierB;2024-04-11;Other;Resolved;90.0
PRD02391;SupplierB;2023-05-30;Packaging Damage;Resolved;2292.5
PRD01459;SupplierG;2024-03-31;Incorrect Folding;Resolved;496.25
PRD04532;SupplierE;2023-04-29;Labeling Error;Resolved;159.0
PRD00627;SupplierH;2023-07-29;Other;Resolved;342.0
PRD05148;SupplierC;2023-06-20;Labeling Error;Resolved;132.0
PRD03816;SupplierD;2023-11-22;Other;Resolved;159.0
PRD09303;SupplierG;2023-04-21;Labeling Error;Resolved;215.0
PRD01309;SupplierD;2023-12-30;Incorrect Folding;Resolved;636.25
PRD07161;SupplierF;2024-04-23;Other;Resolved;398.0
PRD02960;SupplierC;2023-01-13;Labeling Error;Resolved;182.0
PRD04221;SupplierD;2024-01-13;Incorrect Folding;Resolved;492.5
PRD08588;SupplierD;2023-06-22;Packaging Damage;In Progress;1540.0
PRD08553;SupplierH;2024-02-21;Transportation Damage;Not Resolved;1285.0
PRD03354;SupplierF;2024-04-08;Other;Resolved;199.0
PRD03969;SupplierF;2024-03-15;Other;Not Resolved;226.0
PRD02543;SupplierC;2023-08-15;Labeling Error;Not Resolved;181.0
PRD04283;SupplierF;2023-03-14;Incorrect Folding;Not Resolved;500.0
PRD05523;SupplierB;2023-06-25;Other;Resolved;243.0
PRD01486;SupplierH;2023-11-28;Packaging Damage;Resolved;1822.0
PRD03630;SupplierC;2023-04-29;Packaging Damage;Resolved;1757.0
PRD08566;SupplierD;2023-04-19;Incorrect Folding;Resolved;550.0
PRD04815;SupplierB;2024-02-21;Other;In Progress;78.0
PRD07517;SupplierH;2024-02-20;Incorrect Folding;Resolved;695.0
PRD05907;SupplierF;2023-07-05;Packaging Damage;Resolved;1432.0
PRD07622;SupplierC;2023-11-13;Other;In Progress;239.0
PRD09377;SupplierA;2023-11-04;Packaging Damage;Resolved;1111.0
PRD04618;SupplierA;2024-06-13;Labeling Error;Resolved;351.0
PRD05642;SupplierC;2023-10-31;Labeling Error;Resolved;235.0
PRD05004;SupplierD;2024-01-03;Missing Items;In Progress;1101.0
PRD06553;SupplierC;2023-01-24;Other;Resolved;198.0
PRD02086;SupplierF;2023-03-03;Missing Items;In Progress;1177.0
PRD05477;SupplierG;2023-03-04;Incorrect Folding;In Progress;726.25
PRD06038;SupplierE;2023-02-02;Labeling Error;Resolved;107.0
PRD02596;SupplierD;2023-11-05;Missing Items;Resolved;614.0
PRD08568;SupplierB;2023-03-16;Labeling Error;Resolved;176.0
PRD05239;SupplierH;2023-03-05;Labeling Error;Resolved;110.0
;SupplierD;2023-12-23;Other;Not Resolved;77.0
PRD06493;SupplierA;2024-04-14;Other;Not Resolved;312.0
PRD06621;SupplierE;2023-07-24;Labeling Error;Resolved;169.0
PRD07214;SupplierC;2023-12-23;Other;Resolved;392.0
PRD07073;SupplierA;2023-01-13;Packaging Damage;In Progress;1955.0
PRD05152;SupplierA;2024-01-22;Incorrect Folding;Resolved;321.25
PRD07798;SupplierC;2023-02-17;Labeling Error;In Progress;370.0
PRD02591;SupplierF;2023-06-07;Incorrect Folding;Resolved;537.5
PRD06601;SupplierC;2023-03-06;Other;Resolved;198.0
PRD05304;SupplierF;2023-02-20;Labeling Error;Resolved;389.0
PRD00990;SupplierF;2023-07-09;Incorrect Folding;In Progress;526.25
PRD08099;SupplierH;2024-06-03;Packaging Damage;In Progress;895.0
PRD09897;SupplierC;2023-08-03;Packaging Damage;Resolved;522.0
PRD09223;SupplierC;2024-05-13;Missing Items;Not Resolved;648.0
PRD01076;SupplierC;2024-06-28;Other;Not Resolved;132.0
PRD09527;SupplierF;2024-07-05;Labeling Error;In Progress;342.0
PRD02062;SupplierE;2023-10-14;Other;In Progress;322.0
PRD09881;SupplierB;2023-03-17;Packaging Damage;Resolved;1152.0
PRD07333;SupplierG;2023-05-24;Other;Resolved;164.0
PRD04780;SupplierB;2023-10-03;Incorrect Folding;In Progress;240.0
PRD06717;SupplierE;2024-01-30;Labeling Error;Resolved;450.0
PRD07216;SupplierA;2024-02-11;Packaging Damage;In Progress;1712.0
PRD06871;SupplierB;2024-07-07;Incorrect Folding;Resolved;630.0
PRD07061;SupplierB;2024-03-27;Other;Resolved;166.0
PRD09829;SupplierF;2023-11-24;Labeling Error;In Progress;461.0
PRD04890;SupplierE;2023-01-23;Packaging Damage;Resolved;1277.5
PRD09165;SupplierH;2023-02-15;Missing Items;Resolved;1105.0
PRD00697;SupplierF;2024-05-18;Packaging Damage;In Progress;596.0
PRD05849;SupplierB;2024-03-12;Other;Resolved;119.0
PRD07114;SupplierD;2023-04-02;Incorrect Folding;Not Resolved;327.5
PRD02930;SupplierD;2023-01-18;Packaging Damage;In Progress;1980.0
PRD08005;SupplierD;2024-06-27;Incorrect Folding;Resolved;216.25
PRD04707;SupplierA;2023-08-03;Labeling Error;Resolved;280.0
PRD06518;SupplierH;2024-02-01;Incorrect Folding;In Progress;362.5
PRD07334;SupplierE;2024-06-03;Incorrect Folding;In Progress;255.0
PRD06372;SupplierF;2023-03-03;Other;Resolved;266.0
PRD09170;SupplierA;2023-06-26;Other;Resolved;229.0
PRD02852;SupplierF;2024-05-29;Other;In Progress;264.0
PRD01780;SupplierB;2023-07-29;Incorrect Folding;Resolved;735.0
PRD00288;SupplierG;2023-06-02;Other;Not Resolved;103.0
PRD07409;SupplierF;2024-05-31;Labeling Error;In Progress;307.0
PRD07061;SupplierF;2024-03-24;Other;Resolved;279.0
PRD04749;SupplierB;2024-03-12;Other;Resolved;397.0
PRD08850;SupplierB;2023-11-10;Incorrect Folding;In Progress;340.0
PRD09128;SupplierD;2023-03-16;Missing Items;Not Resolved;1072.0
PRD02854;SupplierE;2024-02-25;Labeling Error;Resolved;440.0
PRD05400;SupplierE;2023-08-04;Incorrect Folding;Resolved;576.25
PRD03189;SupplierA;2024-06-20;Labeling Error;Resolved;398.0
PRD08990;SupplierD;2023-05-03;Missing Items;Resolved;343.0
PRD05383;SupplierD;2024-03-17;Missing Items;Resolved;1450.0
PRD01776;SupplierC;2024-05-12;Other;Resolved;105.0
PRD07897;SupplierB;2023-12-29;Packaging Damage;Resolved;1492.0
PRD06442;SupplierA;2024-06-02;Labeling Error;Resolved;145.0
PRD04921;SupplierA;2024-04-25;Incorrect Folding;In Progress;342.5
PRD03635;SupplierB;2023-04-12;Incorrect Folding;In Progress;440.0
PRD06575;SupplierB;2024-04-06;Labeling Error;Resolved;224.0
PRD06552;SupplierE;2023-06-03;Other;Resolved;350.0
PRD06667;SupplierB;2023-09-28;Other;Resolved;264.0
PRD02468;SupplierC;2023-06-18;Labeling Error;In Progress;330.0
PRD02712;SupplierE;2024-05-26;Other;Resolved;178.0
PRD02375;SupplierB;2023-07-04;Packaging Damage;Resolved;688.75
PRD07806;SupplierB;2024-04-11;Labeling Error;Resolved;434.0
PRD05538;SupplierG;2023-07-29;Incorrect Folding;Resolved;478.75
PRD01386;SupplierC;2024-06-23;Missing Items;Resolved;614.0
PRD08349;SupplierD;2023-07-24;Other;Not Resolved;62.0
PRD09471;SupplierF;2023-09-08;Other;In Progress;251.0
PRD07403;SupplierC;2024-03-15;Other;Resolved;200.0
PRD09965;SupplierB;2023-01-30;Missing Items;Resolved;519.0
PRD06310;SupplierD;2023-02-14;Labeling Error;Resolved;107.0
PRD00738;SupplierC;2023-03-19;Labeling Error;Resolved;400.0
PRD06684;SupplierA;2023-09-21;Incorrect Folding;In Progress;602.5
PRD07047;SupplierE;2023-06-25;Other;Resolved;75.0
PRD02567;SupplierE;2023-07-03;Incorrect Folding;Resolved;416.25
PRD08053;SupplierD;2024-04-28;Other;Resolved;374.0
PRD01473;SupplierD;2023-09-05;Labeling Error;Resolved;337.0
PRD08226;SupplierD;2024-04-11;Other;Resolved;265.0
PRD03970;SupplierF;2023-06-20;Other;Resolved;85.0
PRD03614;SupplierF;2023-08-13;Labeling Error;Not Resolved;122.0
PRD08122;SupplierA;2024-06-08;Packaging Damage;Resolved;1704.0
PRD07880;SupplierC;2023-02-04;Labeling Error;Resolved;127.0
PRD03983;SupplierB;2024-06-17;Other;Resolved;143.0
PRD04136;SupplierC;2023-08-07;Labeling Error;Resolved;386.0
PRD04842;SupplierC;2024-05-14;Other;Resolved;250.0
PRD02925;SupplierA;2023-03-29;Packaging Damage;Resolved;1332.0
PRD06048;SupplierF;2024-05-16;Other;Not Resolved;345.0
PRD01975;SupplierE;2024-05-03;Other;Resolved;171.0
PRD01944;SupplierC;2024-06-05;Packaging Damage;Resolved;1546.25
PRD00216;SupplierA;2023-02-13;Missing Items;In Progress;435.0
PRD08792;SupplierE;2024-02-11;Labeling Error;Resolved;446.0
PRD07300;SupplierA;2023-08-12;Packaging Damage;Resolved;1285.0
PRD02866;SupplierF;2024-04-26;Other;Resolved;205.0
PRD03455;SupplierD;2023-09-28;Missing Items;Resolved;1246.0
PRD08774;SupplierE;2024-06-15;Packaging Damage;Resolved;809.0
PRD06838;SupplierA;2024-03-01;Packaging Damage;Resolved;2127.5
PRD06912;SupplierA;2023-04-04;Packaging Damage;Resolved;1213.75
PRD04221;SupplierF;2023-03-11;Incorrect Folding;Resolved;367.5
PRD01984;SupplierD;2023-01-03;Other;Resolved;219.0
PRD05058;SupplierA;2023-11-11;Incorrect Folding;In Progress;558.75
PRD08574;SupplierC;2023-05-05;Incorrect Folding;Resolved;581.25
PRD07461;SupplierH;2023-03-28;Packaging Damage;Resolved;1449.0
PRD08756;SupplierC;2024-01-15;Labeling Error;Resolved;247.0
PRD09441;SupplierD;2023-12-26;Labeling Error;Resolved;401.0
PRD06838;SupplierA;2024-04-02;Packaging Damage;In Progress;983.75
PRD09033;SupplierC;2023-08-16;Incorrect Folding;Resolved;731.25
PRD04013;SupplierF;2024-05-21;Packaging Damage;In Progress;1551.0
PRD04381;SupplierD;2023-11-29;Labeling Error;In Progress;296.0
PRD00599;SupplierF;2023-10-13;Labeling Error;Resolved;469.0
PRD03006;SupplierE;2023-08-29;Incorrect Folding;Resolved;360.0
PRD06022;SupplierB;2023-04-03;Incorrect Folding;In Progress;131.25
PRD03825;SupplierD;2023-07-09;Other;Resolved;335.0
PRD04734;SupplierE;2024-05-06;Incorrect Folding;In Progress;230.0
PRD06853;SupplierH;2023-09-08;Incorrect Folding;Resolved;602.5
PRD01730;SupplierB;2024-02-06;Other;Resolved;106.0
PRD09271;SupplierD;2023-07-23;Other;Resolved;174.0
PRD04715;SupplierF;2023-04-20;Other;Resolved;67.0
PRD06406;SupplierF;2024-05-16;Incorrect Folding;Not Resolved;658.75
PRD03625;SupplierD;2024-03-16;Other;Resolved;274.0
PRD03480;SupplierB;2024-06-28;Packaging Damage;In Progress;1596.25
PRD08746;SupplierC;2023-05-18;Incorrect Folding;Resolved;602.5
PRD00275;SupplierE;2024-05-18;Incorrect Folding;Resolved;270.0
PRD05843;SupplierE;2023-05-08;Labeling Error;Resolved;102.0
PRD03985;SupplierE;2023-12-24;Labeling Error;Resolved;138.0
PRD08692;SupplierB;2023-12-20;Packaging Damage;Resolved;1095.0
PRD01379;SupplierC;2023-01-30;Packaging Damage;Resolved;991.0
PRD09413;SupplierC;2023-03-01;Other;Not Resolved;61.0
PRD05104;SupplierF;2024-01-24;Missing Items;Resolved;475.0
PRD01438;SupplierE;2023-05-31;Packaging Damage;Resolved;1374.0
;SupplierD;2024-02-29;Packaging Damage;Resolved;1077.0
PRD05534;SupplierC;2024-05-20;Labeling Error;In Progress;454.0
PRD00035;SupplierB;2024-06-28;Incorrect Folding;Resolved;302.5
PRD03272;SupplierF;2023-11-23;Labeling Error;Resolved;153.0
PRD06755;SupplierC;2023-03-01;Incorrect Folding;Resolved;491.25
PRD05890;SupplierB;2023-12-26;Other;Resolved;167.0
PRD08958;SupplierE;2023-10-16;Labeling Error;Resolved;312.0
PRD00162;SupplierE;2023-12-30;Packaging Damage;Resolved;1323.0
PRD06965;SupplierA;2023-03-03;Other;Resolved;71.0
PRD05657;SupplierF;2024-06-03;Packaging Damage;In Progress;1680.0
PRD05668;SupplierF;2023-11-11;Labeling Error;Not Resolved;391.0
PRD09206;SupplierC;2024-02-20;Labeling Error;Resolved;418.0
PRD06140;SupplierE;2023-07-29;Labeling Error;Resolved;349.0
PRD06586;SupplierA;2023-05-08;Packaging Damage;Resolved;910.0
PRD07689;SupplierE;2023-12-04;Incorrect Folding;Resolved;515.0
PRD04443;SupplierH;2023-12-31;Other;Resolved;174.0
PRD07761;SupplierF;2024-02-04;Other;In Progress;177.0
PRD06302;SupplierB;2023-11-18;Other;Resolved;85.0
PRD06913;SupplierC;2023-07-22;Other;Not Resolved;315.0
PRD07653;SupplierH;2024-06-18;Labeling Error;Not Resolved;453.0
PRD02857;SupplierD;2023-03-02;Missing Items;Resolved;881.0
PRD07953;SupplierA;2023-08-05;Other;Resolved;120.0
;SupplierH;2024-05-12;Other;Resolved;232.0
PRD04903;SupplierE;2023-04-06;Labeling Error;Resolved;310.0
PRD00892;SupplierC;2023-07-13;Labeling Error;In Progress;252.0
PRD09205;SupplierB;2023-04-22;Other;Resolved;279.0
PRD04049;SupplierG;2023-07-30;Incorrect Folding;Resolved;418.75
PRD02097;SupplierD;2024-02-15;Missing Items;Resolved;826.0
PRD05731;SupplierF;2023-02-02;Labeling Error;Resolved;252.0
PRD04036;SupplierE;2023-02-05;Other;Resolved;283.0
PRD06943;SupplierC;2023-09-12;Packaging Damage;In Progress;1114.0
PRD08217;SupplierA;2023-04-22;Other;Resolved;282.0
PRD00160;SupplierC;2023-04-15;Other;Resolved;287.0
PRD01540;SupplierA;2024-01-21;Incorrect Folding;Resolved;380.0
PRD06165;SupplierC;2024-02-11;Other;Resolved;274.0
PRD02269;SupplierE;2024-04-24;Other;In Progress;379.0
PRD00251;SupplierD;2023-05-04;Incorrect Folding;Resolved;496.25
PRD08626;SupplierC;2023-12-12;Incorrect Folding;Resolved;487.5
PRD08492;SupplierG;2023-07-21;Labeling Error;In Progress;420.0
PRD06845;SupplierF;2024-07-06;Labeling Error;Resolved;258.0
PRD06644;SupplierC;2023-02-11;Labeling Error;Resolved;476.0
PRD00330;SupplierA;2023-12-18;Incorrect Folding;Resolved;608.75
PRD04360;SupplierD;2023-12-04;Labeling Error;Resolved;439.0
PRD09615;SupplierC;2024-06-15;Packaging Damage;Resolved;1727.5
PRD01864;SupplierA;2023-07-04;Other;Resolved;214.0
PRD06669;SupplierG;2023-10-17;Incorrect Folding;Not Resolved;187.5
PRD05339;SupplierC;2024-05-26;Labeling Error;Resolved;218.0
PRD04003;SupplierD;2024-05-17;Incorrect Folding;In Progress;515.0
PRD04962;SupplierF;2024-01-09;Missing Items;In Progress;590.0
PRD01163;SupplierC;2023-06-22;Other;Resolved;385.0
PRD03273;SupplierA;2023-08-25;Packaging Damage;Resolved;675.0
PRD09803;SupplierF;2023-10-23;Labeling Error;Resolved;272.0
PRD08996;SupplierB;2023-04-10;Other;Resolved;123.0
PRD01360;SupplierD;2023-11-08;Missing Items;Not Resolved;701.0
PRD07228;SupplierB;2024-07-12;Labeling Error;Resolved;285.0
PRD03640;SupplierD;2024-02-07;Incorrect Folding;Resolved;506.25
PRD01313;SupplierG;2023-03-04;Other;In Progress;361.0
PRD01109;SupplierE;2023-11-01;Packaging Damage;Resolved;655.0
PRD08415;SupplierB;2023-06-10;Incorrect Folding;Resolved;651.25
PRD07465;SupplierC;2024-02-25;Other;Resolved;249.0
PRD08203;SupplierH;2023-03-02;Other;Resolved;256.0
PRD04650;SupplierC;2023-02-01;Labeling Error;Resolved;192.0
PRD08716;SupplierB;2023-10-31;Incorrect Folding;Resolved;486.25
PRD08151;SupplierE;2023-08-29;Incorrect Folding;In Progress;183.75
PRD04269;SupplierB;2023-07-25;Incorrect Folding;Resolved;632.5
PRD01238;SupplierA;2023-10-29;Incorrect Folding;In Progress;696.25
PRD03527;SupplierH;2023-11-03;Transportation Damage;Resolved;1593.0
PRD06776;SupplierB;2023-10-03;Other;Resolved;143.0
PRD09269;SupplierC;2024-05-21;Incorrect Folding;In Progress;343.75
PRD08272;SupplierC;2023-09-02;Labeling Error;Resolved;109.0
PRD06233;SupplierD;2023-03-09;Incorrect Folding;Resolved;351.25
